#Time        gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol 
#HH:MM:SS    Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool 
 11:57:42      1     30     32     30      0      0      0      0      -      -    877    135      0      0 
 11:57:43      0     27     33     33      0      0      0      0      -      -    877    135      0      0 
 11:57:43      1     30     32     30      0      0      0      0      -      -    877    135      0      0 
 11:57:44      0     27     33     33      0      0      0      0      -      -    877    135      0      0 
 11:57:44      1     30     32     30      0      0      0      0      -      -    877    135      0      0 
 11:57:45      0     27     33     33      0      0      0      0      -      -    877    135      0      0 
 11:57:45      1     30     32     30      0      0      0      0      -      -    877    135      0      0 
#Time        gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol 
#HH:MM:SS    Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool 
 11:57:46      0     27     33     33      0      0      0      0      -      -    877    135      0      0 
 11:57:46      1     30     33     30      0      0      0      0      -      -    877    135      0      0 
 11:57:47      0     27     33     33      0      0      0      0      -      -    877    135      0      0 
 11:57:47      1     30     32     30      0      0      0      0      -      -    877    135      0      0 
 11:57:48      0     27     33     33      0      0      0      0      -      -    877    135      0      0 
 11:57:48      1     30     32     30      0      0      0      0      -      -    877    135      0      0 
 11:57:49      0     27     33     33      0      0      0      0      -      -    877    135      0      0 
 11:57:49      1     30     32     30      0      0      0      0      -      -    877    135      0      0 
 11:57:50      0     27     33     33      0      0      0      0      -      -    877    135      0      0 
 11:57:50      1     30     32     30      0      0      0      0      -      -    877    135      0      0 
 11:57:51      0     27     33     33      0      0      0      0      -      -    877    135      0      0 
 11:57:51      1     30     32     30      0      0      0      0      -      -    877    135      0      0 
 11:57:52      0     27     33     33      0      0      0      0      -      -    877    135      0      0 
 11:57:52      1     30     32     30      0      0      0      0      -      -    877    135      0      0 
 11:57:53      0     27     33     33      0      0      0      0      -      -    877    135      0      0 
 11:57:53      1     30     32     30      0      0      0      0      -      -    877    135      0      0 
